Publisher,IATI Organisation Identifier,Organization Type,HQ Country or Region,Datasets Count,Datasets Link
SOS Jeunesse et Défis,BF-MATD-N00000408001,National NGO,Burkina Faso,1,https://iatiregistry.org/publisher/sosjd6
60 Decibels,US-EIN-83-2847769,Private Sector,United States,1,https://iatiregistry.org/publisher/60db
convention de la société civile ivoirienne,ci-moi-474-mis-dgat-dag-sdva,National NGO,Côte D'Ivoire,1,https://iatiregistry.org/publisher/csci_benkadi
Huairou Commission,US-EIN-061805406,International NGO,United States,1,https://iatiregistry.org/publisher/hc2022
SIHA-South Sudan,SS-RRC-652,National NGO,South Sudan,2,https://iatiregistry.org/publisher/siha-southsudan
Tifa Foundation,ID-KHH-01060014412,National NGO,Indonesia,2,https://iatiregistry.org/publisher/tifa_foundation
Innovations for Poverty Action,61660068,International NGO,United States,1,https://iatiregistry.org/publisher/ipa_
WAJIBU - Institute of Public Accountability,TZ-NNCB-00NGO-R2-00056,National NGO,"Tanzania, United Republic of",2,https://iatiregistry.org/publisher/wajibu
International Nepal Fellowship Nepal,NP-SWC-19781,National NGO,Nepal,2,https://iatiregistry.org/publisher/infnepal
Doctors of the World (NL)/ Dokters van de Wereld,NL-KVK-40539494,International NGO,Netherlands,1,https://iatiregistry.org/publisher/mdmnl
"Aceli Africa, Inc.",US-EIN-84-3344516,International NGO,United States,1,https://iatiregistry.org/publisher/aceliafrica
The Global Center on Adaptation,NL-KVK-76050475,International NGO,Netherlands,1,https://iatiregistry.org/publisher/gca
United World Schools,GB-CHC-1187721,International NGO,United Kingdom,1,https://iatiregistry.org/publisher/uws
HRWG Indonesia,ID-KHH-0018020.AH.01.07,National NGO,Indonesia,1,https://iatiregistry.org/publisher/hrwg_indonesia
Organizacion para la Educacion y Proteccion Ambiental -OpEPA-,CO-CCB-0008863,National NGO,Colombia,2,https://iatiregistry.org/publisher/opepa
FIND,CH-FDJP-110.162.567,Foundation,Switzerland,2,https://iatiregistry.org/publisher/finddiagnostics
Genome Research Limited,GB-COH-02742969,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/grl
The Palestinian Initiative for the Promotion of Global Dialogue and Democracy-MIFTAH,PS-MOI-QR177HR,National NGO,"Palestine, State of",1,https://iatiregistry.org/publisher/miftah
Action Aid Cambodia,KH-INGO-20201231,International NGO,Cambodia,2,https://iatiregistry.org/publisher/aac
Media Foundation for West Africa,GH-DSW-4004,Regional NGO,Ghana,2,https://iatiregistry.org/publisher/mfwa
Tech2Peace,IL-RA-580675486,National NGO,Israel,2,https://iatiregistry.org/publisher/t2p
Inter Islamic Network for Water Resources Development and Management,JO-COA-0301-57112,Multilateral,Jordan,2,https://iatiregistry.org/publisher/inwrdam
fedesarrollo,CO-RUE-8600286699,Private Sector,Colombia,2,https://iatiregistry.org/publisher/fedesarrollo
Acacia Water,NL-KVK-24428291,Private Sector,Netherlands,4,https://iatiregistry.org/publisher/aw
AUXFIN International B.V.,NL-KVK-58076573,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/auxfinintl
The University of Aberdeen,GB-UKPRN-10007783,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uoa
World Relief Corp of National Association of Evangelicals,US-EIN-23-6393344,International NGO,United States,1,https://iatiregistry.org/publisher/worldrelief
Global Shea Alliance,GH-RGD-CG056382017,Regional NGO,Ghana,2,https://iatiregistry.org/publisher/globalshea
"E3 - Ecología, Economía y Etíca",CO-CCB-01952534,Private Sector,Colombia,2,https://iatiregistry.org/publisher/grupoe3
ICLEI Colombia,CO-RUE-901337512,National NGO,Colombia,2,https://iatiregistry.org/publisher/iclei
University of Strathclyde,GB-SC-SC015263,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/strathclyde
Basel Institute on Governance,CH-FDJP-CHE-109-991-002,Foundation,Switzerland,2,https://iatiregistry.org/publisher/basel_institute
IGD Benin,BJ-IFU-6202112757059,National NGO,Benin,3,https://iatiregistry.org/publisher/igd_benin
The Lebanese Organisation for Studies and Training,LB-MOI-37-AD,National NGO,Lebanon,2,https://iatiregistry.org/publisher/rabi3
Association Béninoise pour la Promotion de la Famille,BJ-IFU-6201001214905,National NGO,Benin,2,https://iatiregistry.org/publisher/abpf
University of Exeter,GB-COH-RC000653,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/uoex
ARK Group DMCC,AE-DMCC-23550,Private Sector,United Arab Emirates,2,https://iatiregistry.org/publisher/arkgroupdmcc1
Conservation International Foundation,US-EIN-52-1497470,International NGO,United States,2,https://iatiregistry.org/publisher/c_i_f
Right To Play UK,GB-CHC-1112404,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/rtp_uk
NIRAS Group (UK) Limited,GB-COH-01250443,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/niras_uk
Gorongosa Restoration Project,MZ-NUIT-700061787,Public Private Partnership,Mozambique,2,https://iatiregistry.org/publisher/grp
University of Leicester,GB-COH-RC000659,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/leics
African Disability Forum (ADF),ET-MFA-150317,Regional NGO,Ethiopia,2,https://iatiregistry.org/publisher/et-adf-0317
Peaceful Change initiative,GB-CHC-1162997,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/pci
Rabo Foundation,NL-KVK-41199142,Foundation,Netherlands,1,https://iatiregistry.org/publisher/rabofoundation
Twitezimbere,BI-NIF-4000039331,National NGO,Burundi,1,https://iatiregistry.org/publisher/twz1
Siasa Place,KE-NCB-10488,National NGO,Kenya,2,https://iatiregistry.org/publisher/sp
Infrastructure Credit Guarantee Company Limited,NG-CAC-RC-1368639,Private Sector,Nigeria,3,https://iatiregistry.org/publisher/infracredit
Buddhist Compassion Relief Tzu Chi Foundation,GB-CHC-1050821,National NGO,United Kingdom,1,https://iatiregistry.org/publisher/tzuchiuk
Female,LB-MOI-17312,National NGO,Lebanon,2,https://iatiregistry.org/publisher/female
Frontclear,NL-KVK-60351489,Private Sector,Netherlands,1,https://iatiregistry.org/publisher/frontclear_ftap
Smart Villages Research Group,GB-COH-10781862,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/svrg
"Hala Systems, Inc.",US-EIN-47-4606264,Private Sector,United States,1,https://iatiregistry.org/publisher/hala_systems
SMEX,LB-MOI-2402520,Regional NGO,Lebanon,2,https://iatiregistry.org/publisher/smex
Fosera Solarsystems GmbH & Co. KG aA,DE-CR-RA000355-HRB726528,"Academic, Training and Research",Germany,1,https://iatiregistry.org/publisher/fosaa
Equatorial Power Limited,UG-RSB-80020000583761,Private Sector,Uganda,1,https://iatiregistry.org/publisher/ep
Forests of the World,DK-CVR-78920610,International NGO,Denmark,2,https://iatiregistry.org/publisher/fowdk
ILGA World,CH-FDJP-CHE455926653,International NGO,Switzerland,1,https://iatiregistry.org/publisher/ilgaworld
Solar Cooling Engineering GmbH,DE-CR-RA000299-HRB20002,Private Sector,Germany,1,https://iatiregistry.org/publisher/sce-gmbh
Universidad Peruana Cayetano Heredia,PE-SUNARP-03024345,"Academic, Training and Research",Peru,2,https://iatiregistry.org/publisher/investigacion_cayetano
Parhelion Underwriting Limited,GB-COH-05712574,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/pul
"Harvard Global Research and Support Services, Inc.",US-EIN-45-4535664,International NGO,United States,2,https://iatiregistry.org/publisher/harvard_global
LVCT Health,KE-NCB-218051200201502367,National NGO,Kenya,1,https://iatiregistry.org/publisher/lvct
International Commission on Missing Persons,XM-DAC-47149,Other Public Sector,Netherlands,1,https://iatiregistry.org/publisher/icmp
University of Bristol,GB-UKPRN-10007786,"Academic, Training and Research",United Kingdom,2,https://iatiregistry.org/publisher/unibristol
BFA Global Kenya Ltd,KE-KRA-P052188980R,Private Sector,(No country assigned),1,https://iatiregistry.org/publisher/bfa_global
Gatsby Africa,KE-RCO-CF2015185025,Foundation,Kenya,2,https://iatiregistry.org/publisher/ga
TRIAL International,CH-FDJP-CHE326267730,International NGO,Switzerland,2,https://iatiregistry.org/publisher/trial
Swedish Committee for Afghanistan,AF-MOE-118,International NGO,Afghanistan,2,https://iatiregistry.org/publisher/sca_afghanistan
International Foundation for Electoral Systems,US-EIN-52-1527835,International NGO,United States,2,https://iatiregistry.org/publisher/ifes
Imfact Working Capital Solutions Limited,KE-KRA-P052007235U,Private Sector,Kenya,1,https://iatiregistry.org/publisher/imfact2022
ImpactAssets Inc.,US-EIN-262048480,International NGO,United States,1,https://iatiregistry.org/publisher/ia
Child Rights Coalition Asia,PH-SEC-CN201214699,Regional NGO,(No country assigned),2,https://iatiregistry.org/publisher/crcasia
AIDS and Rights Alliance for Southern Africa,NA-NAMRA-04413362,Regional NGO,Namibia,1,https://iatiregistry.org/publisher/arasaregional
Iftiin Foundation,SO-COA-107-0081-2023,National NGO,Somalia,2,https://iatiregistry.org/publisher/iffoundation12
Global Integrity,US-EIN-26-0126537,International NGO,United States,1,https://iatiregistry.org/publisher/gi
DataDrivenFinance Kenya Ltd,KE-KRA-P051698850Z,Private Sector,Kenya,2,https://iatiregistry.org/publisher/ddfkenya
Bboxx,GB-COH-07177839,Private Sector,United Kingdom,1,https://iatiregistry.org/publisher/bboxx
Nadji.Bi Sénégal SUARL,SN-NINEA-50255162X2,Private Sector,Senegal,2,https://iatiregistry.org/publisher/sn-ninea-50255162x2
PT Arup Indonesia,ID-DJP-032441156063000,Private Sector,Indonesia,1,https://iatiregistry.org/publisher/ptarupidn
Centre for Information Resilience,GB-COH-12675400,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/cir
Centro de Inteligência Territorial,BR-CNPJ-30619995-0001-34,"Academic, Training and Research",Brazil,2,https://iatiregistry.org/publisher/cit_brazil
FMDQ Group PLC,NG-CAC-RC-929657,Private Sector,Nigeria,2,https://iatiregistry.org/publisher/fmdqgroupplc_2013
Royal Society of Tropical Medicine & Hygiene,GB-CHC-1146162,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/rstmh
CAF Banco de Desarrollo de América Latina y el Caribe,XM-DAC-46008,Multilateral,Venezuela (Bolivarian Republic of),2,https://iatiregistry.org/publisher/caf
University of Liberal Arts Bangladesh,BD-ROC-S-5933,"Academic, Training and Research",Bangladesh,2,https://iatiregistry.org/publisher/chpd_ulab
Upinion Netherlands,NL-KVK-51837609,Private Sector,Netherlands,2,https://iatiregistry.org/publisher/upinion
B. P. Koirala Institute of Health Sciences,NP-IRD-201252183,"Academic, Training and Research",Nepal,2,https://iatiregistry.org/publisher/bpkihs_dharan
CONEXIÓN,BO-NIT-351775028,Regional NGO,Bolivia,2,https://iatiregistry.org/publisher/conexionla
Nevadic Limited,NG-CAC-1075488,Private Sector,Nigeria,1,https://iatiregistry.org/publisher/nvd_12
Adili Solar Hubs Limited,KE-KRA-P051883897F,Private Sector,Kenya,1,https://iatiregistry.org/publisher/adili_sh
The Wildfowl and Wetlands Trust,GB-CHC-1030884,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/gb-chc-1030884
CLIMATE ACTION PLATFORM - AFRICA,KE-KRA-P052141361L,National NGO,Kenya,2,https://iatiregistry.org/publisher/cap-a
Royal Botanic Gardens Kew,GB-GOR-PB508,"Academic, Training and Research",United Kingdom,1,https://iatiregistry.org/publisher/rbg_kew
Shifa Tameer-e-Millat University,XI-DUNS-645826186,"Academic, Training and Research",Pakistan,1,https://iatiregistry.org/publisher/stmu01
Basil Energetics Private Limited,IN-MCA-U74900TN2013PTC093426,Private Sector,India,1,https://iatiregistry.org/publisher/bepl
UK-Ghana Chamber of Commerce,GH-RGD-CG034642016,National NGO,Ghana,2,https://iatiregistry.org/publisher/ukgcc
International Peace Information Service,BE-BCE_KB0-0421408778,National NGO,Belgium,1,https://iatiregistry.org/publisher/ipis
Institute for Family Health,XI-IATI-KHF_IFH,National NGO,Jordan,2,https://iatiregistry.org/publisher/khf_ifh
Water Sector Regulatory Council,PS-TIN-888005972,Other Public Sector,"Palestine, State of",3,https://iatiregistry.org/publisher/wsrc1
Stiching Cardano Development,NL-KVK-57504091,Foundation,Netherlands,2,https://iatiregistry.org/publisher/stichting_cd
ACER International UK Ltd,GB-COH-05572704,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/aceruk
Centro Brasileiro de Análise e Planejamento - Cebrap,BR-CNPJ-62579164-0001-72,"Academic, Training and Research",Brazil,2,https://iatiregistry.org/publisher/_cebrap
Rijksakademie van beeldende kunsten,NL-KVK-34123218,"Academic, Training and Research",Netherlands,2,https://iatiregistry.org/publisher/rabk
Cambridge Institute for Sustainability Leadership,ZA-CIP-2011-003386-08,"Academic, Training and Research",South Africa,1,https://iatiregistry.org/publisher/cisl
"UK Department for Energy, Security and Net Zero",GB-GOV-25,Government,United Kingdom,2,https://iatiregistry.org/publisher/desnz
Tropical Health Consulting,GB-COH-OC422288,Private Sector,United Kingdom,2,https://iatiregistry.org/publisher/thc
DeepRoot Consulting,YE-CR-17952,Private Sector,Yemen,2,https://iatiregistry.org/publisher/dr
DiXi Group NGO,UA-EDR-36159679,National NGO,Ukraine,2,https://iatiregistry.org/publisher/dixigroup
Wallah We Can,TN-RNE-1526532C,National NGO,Tunisia,5,https://iatiregistry.org/publisher/wwc_27068084
Justice & Peace Netherlands,NL-KVK-41150792,International NGO,Netherlands,2,https://iatiregistry.org/publisher/jp-nl
African Centre for Trade and Development,UG-NGO-INDR45161196NB,National NGO,Uganda,1,https://iatiregistry.org/publisher/actade
"UK - Department of Science, Innovation and Technology",GB-GOV-26,Government,United Kingdom,65,https://iatiregistry.org/publisher/dsit
Welfare Association (Taawon),PS-MOI-QR-0049-F,International NGO,"Palestine, State of",2,https://iatiregistry.org/publisher/welfare_taawon
Projet Jeune Leader,MG-NIF-4003264720,National NGO,Madagascar,1,https://iatiregistry.org/publisher/pjl
Resonate! Yemen,YE-MSAL-19,National NGO,Yemen,1,https://iatiregistry.org/publisher/rymn
Stonewall Equality Limited,GB-COH-02412299,International NGO,United Kingdom,4,https://iatiregistry.org/publisher/stonewa11
Agsol Limited,HK-CR-2436455,Private Sector,Hong Kong,2,https://iatiregistry.org/publisher/agsollimited
Première Urgence Internationale,FR-RCS-53119997400027,International NGO,France,1,https://iatiregistry.org/publisher/premiere-urgence
YY Ventures,BD-ROC-C-150855,Private Sector,Bangladesh,1,https://iatiregistry.org/publisher/yy_ventures
Center for Natural Resource Studies (CNRS),BD-NAB-0841,National NGO,Bangladesh,2,https://iatiregistry.org/publisher/cnrs
AmplifyChange,GB-COH-12482833,International NGO,United Kingdom,3,https://iatiregistry.org/publisher/amplifychange
Women Unlimited Eswatini,SZ-CIT-201710132021804,National NGO,eSwatini,2,https://iatiregistry.org/publisher/wu
CARE Bangladesh,BD-NAB-0004,International NGO,Bangladesh,1,https://iatiregistry.org/publisher/carebd
Centre for Journalism Innovation and Development,NG-CAC-69519,National NGO,Nigeria,1,https://iatiregistry.org/publisher/cjid_ng
Dushtha Shasthya Kendra,BD-NAB-0577,National NGO,Bangladesh,1,https://iatiregistry.org/publisher/dsk
Friendship,BD-NAB-1748,National NGO,Bangladesh,1,https://iatiregistry.org/publisher/fb_2023
War Child Alliance Foundation,NL-KVK-91420784,International NGO,Netherlands,2,https://iatiregistry.org/publisher/wcaf
Studies & Economic Media Center ( SEMC),YE-MSAL-32-M-2008,National NGO,Yemen,1,https://iatiregistry.org/publisher/semc-yemen
George Institute for Global Health,IN-MCA-U74900TG2007NPL055085,"Academic, Training and Research",India,2,https://iatiregistry.org/publisher/tgi_india
Society For Promotion of Area Resource Centres,IN-MHA-083780010,National NGO,India,2,https://iatiregistry.org/publisher/sparc_iati
Institute for Community Based Sociotherapy,NL-KVK-75373750,International NGO,Netherlands,2,https://iatiregistry.org/publisher/ic-bs_24
Shirkat Gah-Women's Resource Centre,PK-NTN-2158581-4,National NGO,Pakistan,1,https://iatiregistry.org/publisher/shirkatgah
Netherlands Advisory Board on Impact Investing,NL-KVK-81042582,National NGO,Netherlands,3,https://iatiregistry.org/publisher/thenab
ISEAL,GB-COH-4625800,International NGO,United Kingdom,2,https://iatiregistry.org/publisher/iseal
